cosine_similarity,finite,group,layer,normalized_mse,optimal_scalar_rescaled_normalized_loss,pearson_correlation,power_ratio,raw_mse,reconstruction_mean,reconstruction_power,reconstruction_std,relative_improvement_over_zero,target_power,zero_normalized_mse
0.4741946719586849,True,same_speaker_unseen_utterance_unseen_channel,0,0.7761591300368309,0.7753408551216125,0.47419413551688194,0.2572415079921484,9.732250571250916,0.041055258363485336,3.2201777398586273,1.7940157651901245,0.2238408699631691,12.534753203392029,1.0
0.02781883184798062,True,same_speaker_unseen_utterance_unseen_channel,1,1.013689085841179,0.9992314577102661,0.027814573142677546,0.022201812360435724,2.2128303200006485,0.00019136785704176873,0.04685131926089525,0.21645158529281616,-0.013689085841178894,2.1837127953767776,1.0
0.0194242792786099,True,same_speaker_unseen_utterance_unseen_channel,2,1.0152311325073242,0.9996304512023926,0.019379302219022065,0.020921697607263923,1.3523593544960022,0.00167983362916857,0.027537440648302436,0.16593559086322784,-0.015231132507324219,1.3321861624717712,1.0
0.010341306653572246,True,same_speaker_unseen_utterance_unseen_channel,3,1.0164012759923935,0.9998968243598938,0.010333866870496422,0.01931589120067656,1.0458897054195404,-0.0009849094785749912,0.019535411847755313,0.139765664935112,-0.016401275992393494,1.0292354598641396,1.0
0.015811219927854836,True,same_speaker_unseen_utterance_unseen_channel,4,1.0158988237380981,0.9997568130493164,0.015826809918507934,0.020390003686770797,0.82219098508358,0.0010680144187062979,0.016370723955333233,0.12794367969036102,-0.015898823738098145,0.8094110637903214,1.0
0.007455695216776803,True,same_speaker_unseen_utterance_unseen_channel,5,1.0176228135824203,0.9999450445175171,0.007459132117219269,0.019733253167942166,0.6887767985463142,-0.0006314218044281006,0.013276138692162931,0.11522040516138077,-0.01762281358242035,0.676907554268837,1.0
0.01147563976701349,True,same_speaker_unseen_utterance_unseen_channel,6,1.0160424411296844,0.999859631061554,0.01153800610336475,0.019144034245982766,0.585402362048626,0.002043388085439801,0.010993320029228926,0.10482912510633469,-0.016042441129684448,0.5762948170304298,1.0
0.01298877815133892,True,same_speaker_unseen_utterance_unseen_channel,7,1.0150270015001297,0.999832808971405,0.012985901674255729,0.018597519490867853,0.5113612003624439,0.000526601797901094,0.009328096872195601,0.0965806394815445,-0.0150270015001297,0.5038060806691647,1.0
0.5063558332622051,True,seen_utterance_unseen_channel,0,0.7433459833264351,0.7445811629295349,0.5063038542866707,0.26333064027130604,9.163053393363953,0.040854230523109436,3.222503215074539,1.7946683168411255,0.2566540166735649,12.305654048919678,1.0
0.13968699891120195,True,seen_utterance_unseen_channel,1,0.9810498580336571,0.9803221821784973,0.13969921972602606,0.0243333310354501,2.003716304898262,0.00043184339301660657,0.04798523895442486,0.2190549075603485,0.018950141966342926,2.0435864329338074,1.0
0.12038352247327566,True,seen_utterance_unseen_channel,2,0.9865552112460136,0.9851666688919067,0.12038421630859375,0.02138101146556437,1.3529815822839737,0.001905975048430264,0.028276684461161494,0.16814592480659485,0.013444788753986359,1.3726950734853745,1.0
0.1104873763397336,True,seen_utterance_unseen_channel,3,0.9893647059798241,0.9872288703918457,0.11048594862222672,0.020939435809850693,0.972540482878685,-0.0005072820349596441,0.020105971954762936,0.14179463684558868,0.010635294020175934,0.9842292293906212,1.0
0.1169420825317502,True,seen_utterance_unseen_channel,4,0.9874484613537788,0.9859411120414734,0.11694563645869493,0.021585634211078286,0.7834260985255241,0.0012097196886315942,0.016738205566070974,0.1293705552816391,0.012551538646221161,0.7940265238285065,1.0
0.11443316843360662,True,seen_utterance_unseen_channel,5,0.9877568930387497,0.9867250323295593,0.11443414073437452,0.020244492683559656,0.6745421849191189,-0.0007652066415175796,0.01364148547872901,0.11679425835609436,0.012243106961250305,0.6831459142267704,1.0
0.11409699264913797,True,seen_utterance_unseen_channel,6,0.9879203662276268,0.9864768385887146,0.1140842717140913,0.020010124891996384,0.5627824515104294,0.0018366373842582107,0.011259654886089265,0.10609562695026398,0.0120796337723732,0.570157777518034,1.0
0.11352969612926245,True,seen_utterance_unseen_channel,7,0.9878320693969727,0.9868125319480896,0.11351424641907215,0.019542852183803916,0.48886876180768013,0.0005710484110750258,0.009609370375983417,0.09802573174238205,0.012167930603027344,0.4951012209057808,1.0
0.48311610892415047,True,unseen_speaker_unseen_utterance_unseen_channel,0,0.767203688621521,0.7668363451957703,0.4829695299267769,0.2601102963089943,9.511809229850769,0.04132870212197304,3.2203076779842377,1.7940455675125122,0.232796311378479,12.392269253730774,1.0
0.022894186608027667,True,unseen_speaker_unseen_utterance_unseen_channel,1,1.0139061957597733,0.9994749426841736,0.02288545435294509,0.020428284537047148,2.2907660007476807,0.0003204718232154846,0.046023869421333075,0.21453149616718292,-0.013906195759773254,2.2595212757587433,1.0
0.008052102915826254,True,unseen_speaker_unseen_utterance_unseen_channel,2,1.0157294869422913,0.9999345541000366,0.008011266894754954,0.017869391478598118,1.5434491783380508,0.0016522580990567803,0.027090313844382763,0.16458305716514587,-0.01572948694229126,1.5196428149938583,1.0
